txt,rating,score_tag,agreement,subjectivity,confidence,irony,anger,joy,fear,sadness,surprise
lemon 1 going check recheck 2 days later asked avenune inn heavey luggage 2 days come check desk refuesed ,2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.579017281532288,0.028440721333027,0.204335778951645,0.146677747368813,0.041528485715389
great location laughable rooms booked flights seattle package got great deal ,2,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.540776610374451,0.148220226168633,0.052754506468773,0.197755247354507,0.06049345061183
watch bait-and-switch room rates ,2,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.407015144824982,0.078994408249855,0.240559205412865,0.25198769569397,0.021443519741297
basic hotel basic needs hotel perfect young travellers just need place sleep no needs far that.the rooms basic clean beds comfortable bathrooms clean hot water small showers desk staff friendly helpful not ,2,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.287819087505341,0.309914886951447,0.046583481132984,0.24116125702858,0.114521324634552
average experience rooms sixth avenue inn included delta weekend getaway package seattle ,2,N,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.223708167672157,0.097296714782715,0.04369880259037,0.544508159160614,0.090788178145886
disappointed sixth avenue inn nice place stay changes ,2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.302177041769028,0.030319701880217,0.047322452068329,0.607784569263458,0.012396220117807
okay amazing lost bags ,2,P,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.170157507061958,0.031610231846571,0.016830615699291,0.500526964664459,0.280874729156494
poor service good reviews andra gets makes wonder stayed place.my wife spent nights honeymoon seattle andra ,2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.102079167962074,0.241463452577591,0.079159185290337,0.407884359359741,0.169413834810257
not world class hotel chose hotel trip girlfriend listed small luxury hotels world registry ,2,P+,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.662097096443176,0.042712010443211,0.044137738645077,0.229136139154434,0.021917076781392
hoped location andra ca n't beat ,2,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.389594733715057,0.041037511080504,0.029417041689158,0.521378040313721,0.018572725355625
not family place family wanted spend couple days seattle ,2,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.417268872261047,0.040419824421406,0.014492360875011,0.47027850151062,0.057540398091078
cosy lodge hotel location right water place ,2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.281443566083908,0.327385932207108,0.066248685121536,0.225157991051674,0.09976390004158
beautiful view-disappointing service stayed edgewater 15th anniversary ,2,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.223359420895576,0.092686779797077,0.044535152614117,0.599456191062927,0.039962440729141
sadly disappointing spotty bad service mixed overhyped atmosphere ,2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.519195437431335,0.017523925751448,0.035222321748734,0.423385500907898,0.004672771319747
overrated outdated ,2,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.703658580780029,0.031861804425716,0.036312628537417,0.18870484828949,0.039462134242058
disappointed ,2,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.860385179519653,0.019844902679324,0.015296716243029,0.101106882095337,0.003366386983544
decent hotel aging major way stayed westin 2004 budget not issue acceptable try ,2,N+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.565901041030884,0.078312963247299,0.113156944513321,0.211138963699341,0.031490050256252
expensive little oldy ,2,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.193094491958618,0.065066792070866,0.073854476213455,0.228836238384247,0.439148038625717
charged stay someplace rooms cold damp not cozy means building old ,2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.208862245082855,0.102036945521832,0.066832572221756,0.50981080532074,0.112457454204559
not expected arrived inn checked immediately ,2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.427703946828842,0.103661775588989,0.047571491450071,0.392572283744812,0.028490507975221
reservation problems thought contacting property directly guess eat long distance charge purpose did n't dial kimpton general number desk make annual reservation thanksgiving weekend ,2,N+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.414754807949066,0.079894661903381,0.124167785048485,0.358171463012695,0.023011283949018
horrendous service staff desk terrible ,2,N,DISAGREEMENT,SUBJECTIVE,89,NONIRONIC,0.781087160110474,0.016460323706269,0.020341819152236,0.158327624201775,0.023783074691892
princess pea arrived hour check-in waiting 15 minutes lobby check given key room ,2,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.317144721746445,0.246634528040886,0.111603051424026,0.27305269241333,0.051564995199442
noisey not nice expected ,2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.366104483604431,0.100930564105511,0.035974610596895,0.409999638795853,0.086990751326084
dont bother ,2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.444480806589127,0.047470096498728,0.047275133430958,0.442358434200287,0.018415557220578
avoid place bought w thing early ,2,NEU,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.433432102203369,0.042834866791964,0.070815190672875,0.44817066192627,0.004747185856104
location ambience pricey ,2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.536144018173218,0.050603061914444,0.054943174123764,0.323106408119202,0.035203322768211
not worth money echo concerns astronomical expenses parking room service poor service w. stayed hotel couple friends expecting pleasant stay swanky hotel ,2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.352697312831879,0.057409025728703,0.05037484318018,0.466968595981598,0.072550162672997
overpriced trendy hotel clean did provide expensive valet parking ,2,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.764267086982727,0.062633022665978,0.013202099129558,0.139386579394341,0.020511168986559
cool does n't mean great service just stayed w hotel seattle.bad news.dark lobby suppose cool.dark hallways suppose cool.is poor sevice suppose cool ,2,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.350159645080566,0.231075003743172,0.058603495359421,0.310799211263657,0.049362674355507
small ,2,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.165123984217644,0.446787595748901,0.065028116106987,0.217995181679726,0.105065077543259
ok place stay say reviews max pretty target ,2,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.651677310466766,0.117804929614067,0.067350342869759,0.14793036878109,0.015237080864608
reading reviews felt good idea expect ,2,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.661413609981537,0.043538145720959,0.039607722312212,0.228921443223953,0.026519060134888
not stay stayed 1 night august early flight morning ,2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.844942927360535,0.010576301254332,0.015089374035597,0.10361386090517,0.025777589529753
not stay ,2,N+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.542844831943512,0.072776228189468,0.029298756271601,0.345971882343292,0.009108289144933
terrible driveway/valet experience stay lot hotels upper-end ,2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.350757956504822,0.297255426645279,0.042323607951403,0.28835055232048,0.021312441676855
hairy scary stayed location times generally satisfied visit discovered bed linens not changed ,2,P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.150310143828392,0.066911667585373,0.064460195600987,0.244031772017479,0.474286258220673
past prime stayed hotel twice year business trips not stayed second time able switch hotels.the rooms need renovation dank smell furniture dingy ,2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.227148741483688,0.379386007785797,0.067795291543007,0.277045011520386,0.048624873161316
no 10 location close airport ,2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.430548429489136,0.119576133787632,0.079795815050602,0.20560359954834,0.164476037025452
stay no options did not enjoyable stay hotel ,2,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.686337172985077,0.042715899646282,0.126069769263268,0.139948412775993,0.004928706213832
bait switch live distance away airport stayed airport hotel night earlymorning flight ,2,N,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.348534464836121,0.067033253610134,0.09786007553339,0.445622354745865,0.04094985127449
friendly basic good points:1. friendly staff2 ,2,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.509605348110199,0.127538293600082,0.079304069280624,0.261610895395279,0.021941404789686
run ,2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.664976477622986,0.044635392725468,0.044582270085812,0.236263185739517,0.009542691521347
good location problems hotel good location close train station darling harbour china town paddys market etc.although staff rude not friendly ,2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.486173093318939,0.029412491247058,0.355181634426117,0.112191468477249,0.01704129204154
trip twilight zone friend stayed sterling hotel dallas birthday march 2004. hotel not close room assigned floor rennovations ,2,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.304147899150848,0.083666384220123,0.095756210386753,0.441445618867874,0.074983894824982
n't stay hotel renovated spent money quaility beds marble granite lobby ,2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.43453174829483,0.05418835580349,0.121738746762276,0.378824561834335,0.010716582648456
not o.k ,2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.531102657318115,0.120095491409302,0.063202388584614,0.223167285323143,0.06243210285902
extra fees room nice quiet extra fees high ,2,N,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.647100687026978,0.093742251396179,0.035356964915991,0.20128770172596,0.022512469440699
bring lunesta ,2,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.603041350841522,0.039824042469263,0.146436989307404,0.173011392354965,0.03768615052104
definitely old hotel rooms clean well-decorated bed comfortable ,2,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.781500279903412,0.025883678346872,0.022606700658798,0.143701016902924,0.02630833350122
skip hotel park plaza beautiful hotel town conference days ,2,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.57901519536972,0.07249353826046,0.077989704906941,0.244667768478394,0.025833746418357
rude inept beautiful hotel amenities ,2,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.161469042301178,0.52060729265213,0.107601813971996,0.1537726521492,0.056549161672592
wilson noisy hotel 5th floor clean windows 2am not good flight catch consiege think perfectly reasonable ,2,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.422137916088104,0.050392150878906,0.099686019122601,0.178745269775391,0.249038606882095
old world charm stayed fairmont location excellent street copley plaza steps away prudential center newbury street ,2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.592821300029755,0.071159817278385,0.05761930346489,0.218236535787582,0.060163047164679
looks good outside good easily walk plaza americas westin lunch ,2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.661308646202087,0.027530258521438,0.052285559475422,0.24565826356411,0.013217262923718
no beverley hills hotel year anniversary husband stay high end hotel ,2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.279028564691544,0.055966380983591,0.041141450405121,0.585306167602539,0.038557387888432
buy run hotel december 12 14th 2008the marseilles hotel 17th collins south beach cute property potential unfortunately looks like years neglect profit taking relegated hotel dirty noisy irritating experience.the lobby staffs moses bar concierge guy didn__Ç_é_ unfriendly bothered having deal customers ,2,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.48066371679306,0.107485376298428,0.105690360069275,0.290438711643219,0.015721797943115
n't hotels website pictures ,2,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.621016919612885,0.085459515452385,0.046731173992157,0.234894007444382,0.011898336932063
alright guess ,2,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.669862508773804,0.022545799612999,0.072764679789543,0.219265520572662,0.01556146517396
hotels came n.o ,2,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.384079456329346,0.073077939450741,0.159404933452606,0.366348773241043,0.017088947817683
not expected ,2,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.168686121702194,0.079791821539402,0.02999728359282,0.513744592666626,0.207780182361603
tiny room ,2,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.595418810844421,0.05678515508771,0.045256443321705,0.294539600610733,0.007999954745173
not stay unless great deal stayed weekend town business convention ,2,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.518367528915405,0.064408019185066,0.102061815559864,0.276803225278854,0.038359381258488
conference no stayed jw marriott 5 days past week ,2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.385523855686188,0.136208102107048,0.079070009291172,0.229033187031746,0.170164853334427
charming old hotel stayed nights july 26th 27th.went open mind knowing hotel old ,2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.240989595651627,0.377269506454468,0.039570216089487,0.234963864088058,0.107206866145134
perfect location surprised husband trip new orleans june 2008 booked place d'armes based positive trip advisor reviews ,2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.362841874361038,0.293739855289459,0.079747930169106,0.178876131772995,0.08479418605566
great location no window room place d armes best locations french quarter interior room no windows felt dark musty ,2,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.079724669456482,0.197305113077164,0.029523201286793,0.523971617221832,0.169475361704826
bit strange- does atmosphere really wanted stay look say unusual wonderful ,2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.338366210460663,0.072916030883789,0.132486626505852,0.427082359790802,0.029148709028959
thief ,2,N+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.157866388559341,0.285352468490601,0.10300774127245,0.430657804012299,0.023115614429116
reeked tobacco great location arrived busy event period tho reservation advance request non-smoking got big beautiful room reeked old tobacco ,2,P+,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.42181009054184,0.175557374954224,0.047494262456894,0.310299277305603,0.04483899474144
wo n't stay frenchmen hotel ,2,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.319355040788651,0.058625929057598,0.088324509561062,0.420602560043335,0.113091923296452
not clean staff does n't care tv remote control n't work asking told like nothing ,2,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.335699498653412,0.142655715346336,0.053219255059958,0.329363286495209,0.139062270522118
nice staff nice staff good continental breakfast ,2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.473531514406204,0.077428840100765,0.14106173813343,0.21988981962204,0.088088102638722
high hopes disappointing ,2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.197897046804428,0.105704829096794,0.141638174653053,0.286093205213547,0.268666714429855
cow hollow run down/rude desk stayed cow hollow years ,2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.65626472234726,0.016393730416894,0.027714394032955,0.292651444673538,0.006975697353482
disappointed ,2,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.548745214939117,0.042332250624895,0.040743216872215,0.34689649939537,0.021282864734531
"just n't impressed just completed 13-night stay san francisco business 	original reasons decided stay diva 10,000 frequent flier miles airline offering stay free wireless internet service offer rooms laptop 	internet nice convenient happy tons airline miles hotel left lot desired 	floors creak like n't believe neighbor takes shower 6 sounds like loud freight train making impossibile sleep 	speaking 6 mention morning gave unrequested wake-up 6 saturday 	saturday 	morning able sleep screwed 	room entire hotel really strange odor really went away time tv far fewer channels practically hotel stayed before.the excercise room okay 	nothing special needed treadmill stairmaster ca n't complain 	mentioned in-room wireless internet nice sure did break bunch twice day 	running hour later inconvenience 	mention room pretty quiet creaky floors loud pipes gave room faced courtyard instead geary street heard really loud room facing street definitely mind decide stay here.the reason hotel 2 dots 5 instead 1 free internet decent location 	hotel needs major overhaul seriously doubt stay no matter miles airline offers 	 ",2,NEU,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.67715585231781,0.077364653348923,0.074487589299679,0.141100808978081,0.029891107231379
curate egg accepting centrally located elderly hotels san francisco going operate space constraints hotel huge problem ,2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.311832129955292,0.093610838055611,0.092399753630161,0.404483914375305,0.097673416137695
noisy average hotel thought did homework planning sf 4 night stay chose wrong hotel wrong area.of course n't hotel fault n't expected area noisy/touristy single-paned windows checking politely requested quiet room ,2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.291833132505417,0.114510782063007,0.043459512293339,0.210538178682327,0.339658379554749
